input_file,abstract_probability,intro_probability,conclusion_probability
PMC31347_plagiated_multiplagiated.xml,0.24635,0.4045458333333333,0.04226666666666667
PMC31348_plagiated_multiplagiated.xml,0.4291,0.31861578947368424,0.11062499999999999
PMC31349_plagiated_multiplagiated.xml,0.9417,0.3691357142857143,0.6259666666666667
PMC31370_plagiated_multiplagiated.xml,0.3898,0.33091250000000005,0.4578
PMC31411_plagiated_multiplagiated.xml,0.27416666666666667,0.4252714285714285,0.26948
PMC31431_plagiated_multiplagiated.xml,0.4173,0.40737125,0.11983333333333333
PMC31433_plagiated_multiplagiated.xml,0.9005,0.38614000000000004,0.2516625
PMC31479_plagiated_multiplagiated.xml,0.5391,0.2792272727272727,0.26948
PMC31481_plagiated_multiplagiated.xml,0.0262,0.3516333333333334,0.37054
PMC31482_plagiated_multiplagiated.xml,0.2525,0.2963166666666666,0.6438333333333334
PMC31580_plagiated_multiplagiated.xml,0.012150000000000001,0.52165,0.4896
PMC31918_plagiated_multiplagiated.xml,0.27416666666666667,0.31810666666666665,0.18125
PMC31925_plagiated_multiplagiated.xml,0.8799,0.4045458333333333,0.4471333333333333
PMC32158_plagiated_multiplagiated.xml,0.0705,0.2963166666666666,0.411125
PMC32163_plagiated_multiplagiated.xml,0.4697,0.5037733333333334,0.11062499999999999
PMC32169_plagiated_multiplagiated.xml,0.9563,0.33091250000000005,0.0717
PMC32170_plagiated_multiplagiated.xml,0.3323,0.6022571428571428,0.4389
PMC32172_plagiated_multiplagiated.xml,0.9475,0.40571666666666656,0.5567500000000001
PMC32173_plagiated_multiplagiated.xml,0.6437333333333334,0.40737125,0.5578
PMC32174_plagiated_multiplagiated.xml,0.5757,0.55,0.047799999999999995
PMC32180_plagiated_multiplagiated.xml,0.9417,0.13291999999999998,0.3092666666666667
PMC32181_plagiated_multiplagiated.xml,0.13965,0.52165,0.3092666666666667
PMC32182_plagiated_multiplagiated.xml,0.2888,0.4252714285714285,0.8170333333333334
PMC32183_plagiated_multiplagiated.xml,0.732,0.3496705882352941,0.31343333333333334
PMC32187_plagiated_multiplagiated.xml,0.0061,0.17329375,0.48472857142857145
PMC32188_plagiated_multiplagiated.xml,0.0203,0.3516333333333334,0.308788
PMC32189_plagiated_multiplagiated.xml,0.22635,0.4252714285714285,0.26948
PMC32191_plagiated_multiplagiated.xml,0.9632,0.4857714285714286,0.5578
PMC32193_plagiated_multiplagiated.xml,0.54325,0.55,0.5299833333333333
PMC32195_plagiated_multiplagiated.xml,0.9677,0.3869307692307693,0.4896
PMC32196_plagiated_multiplagiated.xml,0.3292333333333333,0.34845,0.5456000000000001
PMC32197_plagiated_multiplagiated.xml,0.4977,0.4045458333333333,0.6706749999999999
PMC32199_plagiated_multiplagiated.xml,0.4242666666666666,0.52165,0.35486666666666666
PMC32204_plagiated_multiplagiated.xml,0.0164,0.3382,0.6438333333333334
PMC32206_plagiated_multiplagiated.xml,0.38849999999999996,0.4857714285714286,0.5618
PMC32208_plagiated_multiplagiated.xml,0.9581,0.6469333333333334,0.07426666666666666
PMC32247_plagiated_multiplagiated.xml,0.2118,0.3516333333333334,0.0717
PMC32248_plagiated_multiplagiated.xml,0.0821,0.43000909090909095,0.4471333333333333
PMC32250_plagiated_multiplagiated.xml,0.0062,0.40571666666666656,0.4896
PMC32296_plagiated_multiplagiated.xml,0.32645,0.35104375,0.2760666666666666
PMC32297_plagiated_multiplagiated.xml,0.0043,0.2700962962962963,0.3895272727272727
PMC32299_plagiated_multiplagiated.xml,0.2888,0.40571666666666656,0.6438333333333334
PMC32302_plagiated_multiplagiated.xml,0.5898,0.811075,0.6438333333333334
PMC32303_plagiated_multiplagiated.xml,0.1849,0.3516333333333334,0.24081999999999998
PMC32304_plagiated_multiplagiated.xml,0.63185,0.3894375,0.8991
PMC32311_plagiated_multiplagiated.xml,0.8614,0.884475,0.5683333333333334
PMC32312_plagiated_multiplagiated.xml,0.0237,0.3869307692307693,0.31343333333333334
PMC32313_plagiated_multiplagiated.xml,0.0047,0.3894375,0.3501285714285714
PMC33341_plagiated_multiplagiated.xml,0.13965,0.2700962962962963,0.4896
PMC33342_plagiated_multiplagiated.xml,0.2381,0.55,0.4896
PMC33343_plagiated_multiplagiated.xml,0.0593,0.5605230769230769,0.6438333333333334
PMC33344_plagiated_multiplagiated.xml,0.5942999999999999,0.52165,0.6438333333333334
PMC33392_plagiated_multiplagiated.xml,0.483,0.6026625,0.3353333333333333
PMC33394_plagiated_multiplagiated.xml,0.484,0.3516333333333334,0.411125
PMC33396_plagiated_multiplagiated.xml,0.9962,0.34316315789473684,0.15115
PMC33507_plagiated_multiplagiated.xml,0.47655000000000003,0.47050769230769224,0.5578
PMC33518_plagiated_multiplagiated.xml,0.8631,0.3869307692307693,0.8000999999999999
PMC33820_plagiated_multiplagiated.xml,0.30185,0.13802307692307694,0.26948
PMC34102_plagiated_multiplagiated.xml,0.006,0.3181285714285714,0.4896
PMC34107_plagiated_multiplagiated.xml,0.0106,0.3869307692307693,0.8000999999999999
PMC34110_plagiated_multiplagiated.xml,0.9543,0.884475,0.4578
PMC34111_plagiated_multiplagiated.xml,0.5541,0.40054999999999996,0.5578
PMC34113_plagiated_multiplagiated.xml,0.9995,0.47002083333333333,0.04226666666666667
PMC34114_plagiated_multiplagiated.xml,0.5162,0.3181285714285714,0.24081999999999998
PMC34116_plagiated_multiplagiated.xml,0.483,0.21092222222222223,0.33518333333333333
PMC34117_plagiated_multiplagiated.xml,0.8671333333333333,0.2700962962962963,0.6438333333333334
PMC34514_plagiated_multiplagiated.xml,0.52395,0.4847149999999999,0.24081999999999998
PMC34520_plagiated_multiplagiated.xml,0.6893,0.3894375,0.80165
PMC34549_plagiated_multiplagiated.xml,0.483,0.20242,0.88985
PMC34550_plagiated_multiplagiated.xml,0.9332,0.4252714285714285,0.31343333333333334
PMC34551_plagiated_multiplagiated.xml,0.60775,0.3516333333333334,0.4019333333333333
PMC34552_plagiated_multiplagiated.xml,0.3218,0.2792272727272727,0.4471333333333333
PMC34605_plagiated_multiplagiated.xml,0.73395,0.3516333333333334,0.4019333333333333
PMC34606_plagiated_multiplagiated.xml,0.2888,0.6545714285714286,0.0717
PMC35267_plagiated_multiplagiated.xml,0.7943,0.2963166666666666,0.26948
PMC35277_plagiated_multiplagiated.xml,0.0078,0.6026625,0.15115
PMC35278_plagiated_multiplagiated.xml,0.14120000000000002,0.3894375,0.33518333333333333
PMC35279_plagiated_multiplagiated.xml,0.41295,0.31516666666666665,0.15115
PMC35280_plagiated_multiplagiated.xml,0.02325,0.2886125,0.15115
PMC35283_plagiated_multiplagiated.xml,0.8671333333333333,0.5841428571428572,0.3092666666666667
PMC35285_plagiated_multiplagiated.xml,0.483,0.2579206896551724,0.04226666666666667
PMC35286_plagiated_multiplagiated.xml,0.5239,0.5587625,0.5578
PMC35352_plagiated_multiplagiated.xml,0.0873,0.40664999999999996,0.6259666666666667
PMC35353_plagiated_multiplagiated.xml,0.483,0.3894375,0.4522333333333333
PMC35354_plagiated_multiplagiated.xml,0.4173,0.6414000000000001,0.5752999999999999
PMC35360_plagiated_multiplagiated.xml,0.4777,0.2963166666666666,0.24554166666666669
PMC35361_plagiated_multiplagiated.xml,0.3499999999999999,0.36914230769230766,0.4471333333333333
PMC37242_plagiated_multiplagiated.xml,0.2888,0.3516333333333334,0.0064
PMC37243_plagiated_multiplagiated.xml,0.3856333333333333,0.52165,0.31343333333333334
PMC37310_plagiated_multiplagiated.xml,0.14029999999999998,0.4252714285714285,0.18125
PMC37313_plagiated_multiplagiated.xml,0.9715,0.40571666666666656,0.12290000000000001
PMC37314_plagiated_multiplagiated.xml,0.0512,0.2700962962962963,0.20958000000000002
PMC37351_plagiated_multiplagiated.xml,0.0693,0.6414000000000001,0.35486666666666666
PMC37352_plagiated_multiplagiated.xml,0.73915,0.34316315789473684,0.5752999999999999
PMC37353_plagiated_multiplagiated.xml,0.5049,0.3869307692307693,0.0717
PMC37354_plagiated_multiplagiated.xml,0.0078,0.13802307692307694,0.21953333333333333
PMC37355_plagiated_multiplagiated.xml,0.0342,0.4252714285714285,0.38032499999999997
PMC37356_plagiated_multiplagiated.xml,0.9821500000000001,0.40571666666666656,0.44493333333333335
PMC37391_plagiated_multiplagiated.xml,0.0126,0.373072,0.48174
