file,abstract,introduction,conclusion
PMC29028.xml,"study, reflect, research, play, possible, present","iap, pressure, increased, urinary, study, ac","iap, pressure, increased, urinary, study, ac"
PMC29030.xml,"used, prophylaxis, commonly, guideline, agent, institution","important, survey, prophylaxis, clinically, bleeding, result","important, survey, prophylaxis, clinically, bleeding, result"
PMC29031.xml,"thrombocytopenia, patient, mortality, excess, thus, severity","thrombocytopenia, mortality, patient, study, icu, severe","thrombocytopenia, mortality, patient, study, icu, severe"
PMC29044.xml,"vasculitis, cns, isolated, neurological, secondary, gb","virus, agent, cytomegalovirus, vessel, vasculitis, cns","virus, agent, cytomegalovirus, vessel, vasculitis, cns"
PMC29046.xml,"care, clinical, detection, patient, early, disease","burn, sample, wound, aeruginosa, pcr, p","burn, sample, pcr, aeruginosa, wound, quantitative"
PMC29048.xml,"malaria, region, rupture, important, spleen, spontaneous","malaria, spleen, rupture, endemic, area, case","malaria, spleen, rupture, endemic, area, case"
PMC29057.xml,"dna, structure, previously, ca, cell, poly","dna, structure, poly, form, duplex, ca","dna, structure, poly, duplex, sequence, genome"
PMC29058.xml,"protein, kinase, sequence, within, residue, substrate","protein, kinase, virus, phosphorylation, vaccinia, substrate","protein, kinase, virus, phosphorylation, vaccinia, substrate"
PMC29059.xml,"activity, aaa, visualise, method, study, tissue","ches, activity, bche, aaa, ache, tissue","ches, activity, aaa, bche, ache, tissue"
PMC29061.xml,"silico, study, phenotype, coli, metabolism, deletion","coli, cellular, approach, metabolic, system, silico","coli, cellular, approach, metabolic, system, information"
PMC29062.xml,"cell, dynamic, different, provide, phalloidin, relationship","cell, moesin, form, actin, dynamic, fiber","cell, moesin, form, one, actin, dynamic"
PMC29063.xml,"sre, report, pathway, srf, signaling, show","srf, sre, factor, transcription, domain, family","srf, sre, factor, transcription, tcfs, family"
PMC29065.xml,"gene, cell, adenoviral, transfer, delivery, report","gene, cell, transfection, delivery, rhscs, quiescent","gene, cell, transfection, delivery, rhscs, cultured"
PMC29066.xml,"study, resveratrol, cell, plastic, require, result","chd, resveratrol, change, cell, study, wine","change, chd, resveratrol, wine, cell, study"
PMC29067.xml,"brain, possibly, forebrain, dystrophins, conclusion, abnormal","dystrophin, brain, protein, muscle, study, dystrophic","dystrophin, brain, protein, muscle, study, dystrophic"
PMC29068.xml,"unable, osteoclast, mouse, seal, structure, ruffled","osteoclast, cell, marrow, bone, mouse, present","osteoclast, cell, marrow, mouse, bone, well"
PMC29073.xml,"protein, envelope, provides, relatedness, movement, pathway","envelope, protein, virion, insect, homologs, fusion","envelope, protein, virion, insect, fusion, cell"
PMC29077.xml,"expression, fiber, transgene, muscle, skeletal, variability","expression, muscle, fiber, type, skeletal, cmv","expression, fiber, muscle, type, skeletal, cmv"
PMC29079.xml,"ribosome, cycle, involved, phase, regulation, cell","ribosomal, regulation, protein, ribosome, tagged, phase","regulation, ribosomal, protein, ribosome, tagged, subunit"
PMC29080.xml,"isoforms, differentiation, factor, model, protein, fmr","isoforms, protein, long, x, fragile, mental","isoforms, protein, long, x, fragile, fmrp"
PMC29081.xml,"glaucoma, result, provide, modifier, mouse, involving","mouse, glaucoma, gene, iris, phenotype, ipd","mouse, glaucoma, gene, phenotype, iris, iop"
PMC29083.xml,"sarcospan, outside, make, show, sequence, result","sarcospan, gene, muscle, chromosome, disease, region","sarcospan, gene, muscle, chromosome, disease, region"
PMC29085.xml,"gene, mouse, map, vicinity, three, tail","subunit, β, three, one, gene, cp","subunit, β, three, one, gene, cp"
PMC29086.xml,"cystinosis, mouse, ctns, pattern, murine, mutant","cystine, cystinosis, gene, cystinosin, ctns, interval","cystine, cystinosis, gene, cystinosin, ctns, interval"
PMC29087.xml,"cholera, environmental, better, cholerae, epidemiology, infection","cholera, water, outbreak, cholerae, population, rate","cholera, water, outbreak, cholerae, population, rate"
PMC29088.xml,"dna, structure, form, might, suggesting, x","dna, protein, form, study, complex, sequence","dna, protein, form, study, complex, sequence"
PMC29089.xml,"clone, full, length, cdna, generate, procedure","clone, cdna, primer, two, end, length","clone, cdna, primer, two, full, length"
PMC29092.xml,"signal, also, machinery, readthrough, recoding, sequence","readthrough, stop, termination, codon, nucleotide, sequence","readthrough, termination, stop, codon, sequence, nucleotide"
PMC29094.xml,"polymorphism, gene, erβ, study, microsatellite, risk","gene, patient, polymorphism, erβ, aitds, disease","gene, patient, polymorphism, erβ, aitds, disease"
PMC29096.xml,"receptor, dopamine, lymphocyte, peripheral, possible, subgrouping","dopamine, schizophrenia, receptor, peripheral, system, site","dopamine, schizophrenia, receptor, peripheral, system, site"
PMC29097.xml,"sequence, virus, common, peptide, range, shown","virus, structural, protein, tm, region, arenavirus","virus, structural, protein, tm, region, arenavirus"
PMC29098.xml,"patient, rejection, hyperglycaemia, allograft, diabetes, intervention","rejection, patient, allograft, hyperglycaemia, diabetes, acute","rejection, patient, allograft, hyperglycaemia, diabetes, acute"
PMC29101.xml,"motion, dendrite, cell, layer, input, lobula","cell, receptor, direction, input, motion, element","cell, receptor, direction, input, motion, element"
PMC30704.xml,"cancer, impact, mutation, breast, gene, germline","cancer, breast, mutation, alteration, patient, family","cancer, breast, mutation, alteration, patient, family"
PMC30706.xml,"protein, fold, residue, sequence, study, mechanism","protein, dna, enzyme, family, reaction, catalyze","protein, dna, enzyme, family, reaction, catalyze"
PMC30707.xml,"sequence, brain, library, transcript, clone, genome","brain, gene, drosophila, information, function, expressed","brain, drosophila, gene, function, information, expressed"
PMC30708.xml,"protein, smc, could, network, identified, sequence","protein, complex, cohesion, two, motif, chromatid","protein, complex, cohesion, two, motif, chromatid"
PMC30711.xml,"dheas, concentration, ia, controlled, patient, low","ra, concentration, dheas, dhea, decreased, serum","ra, concentration, dheas, dhea, decreased, serum"
PMC30712.xml,"gene, formation, occurs, cell, gc, repertoire","vh, b, cell, gene, repertoire, lymphocyte","vh, b, cell, gene, repertoire, lymphocyte"
PMC30714.xml,"cell, mod, glucose, injury, patient, endothelial","glucose, coagulopathy, patient, relationship, septic, bg","glucose, coagulopathy, patient, relationship, septic, bg"
PMC30715.xml,"region, tertiary, survival, transfer, interfacility, show","care, tertiary, accessibility, hospital, rural, outcome","care, tertiary, accessibility, hospital, rural, outcome"
PMC31330.xml,"phosphorylation, kinase, system, histidine, eukaryotic, might","kinase, histidine, system, eukaryotic, gene, receiver","kinase, histidine, system, eukaryotic, gene, receiver"
PMC31332.xml,"er, upregulation, serca, stress, work, upr","er, protein, stress, within, cell, pathway","er, protein, stress, within, cell, pathway"
PMC31333.xml,"mapping, selected, positively, selection, viral, variant","mutation, viral, replacement, antigenic, drift, selected","mutation, replacement, viral, drift, antigenic, selected"
PMC31334.xml,"dag, pld, pkc, cell, liver, hepatocytes","hormone, thyroid, cell, pkc, action, dag","hormone, thyroid, cell, pkc, action, dag"
PMC31335.xml,"mesenchyme, tissue, bud, pharyngeal, known, tail","development, gaba, tissue, progenitor, expressed, structure","development, gaba, tissue, structure, progenitor, palate"
PMC31336.xml,"may, factor, condition, elegans, described, alm","cell, migration, protein, gene, receptor, touch","cell, migration, protein, gene, touch, receptor"
PMC31337.xml,"mouse, angle, anterior, segment, development, general","cell, aqueous, angle, iridocorneal, tm, development","cell, aqueous, angle, iridocorneal, tm, development"
PMC31338.xml,"strain, reporter, cre, cell, ecfp, mouse","strain, lacz, reporter, cre, cell, express","strain, cre, lacz, reporter, cell, express"
PMC31339.xml,"smg, survivin, formation, cell, proacinar, mediate","cell, formation, epithelial, lumen, survivin, bud","cell, formation, epithelial, lumen, survivin, bud"
PMC31341.xml,"neural, new, marcks, apical, result, generate","actin, cell, neural, marcks, protein, apical","actin, cell, neural, marcks, protein, apical"
PMC31342.xml,"transient, elegans, calcium, fertilization, defect, method","calcium, dynamic, oocyte, spermatheca, elegans, fertilization","calcium, dynamic, spermatheca, oocyte, elegans, pathway"
PMC31344.xml,"repressor, recruiting, conclusion, relative, remains, reported","glucose, gene, repression, required, genetic, cerevisiae","glucose, gene, repression, required, genetic, cerevisiae"
PMC31347.xml,"nfatp, dna, transcriptional, study, recombinant, human","nfat, protein, domain, region, nfatp, dna","nfat, protein, domain, region, nfatp, dna"
PMC31348.xml,"method, residue, variation, protein, antibody, plasma","peroxynitrite, haemocytes, gigas, edulis, galloprovincialis, roi","haemocytes, peroxynitrite, edulis, gigas, galloprovincialis, roi"
PMC31349.xml,"cell, b, lymph, node, lymphocyte, layer","cell, gc, b, reaction, follicle, marker","cell, gc, b, reaction, follicle, marker"
PMC31370.xml,"cell, response, differentiation, physiology, point, promotes","cell, domain, also, targeted, proteolysis, tbp","cell, domain, proteolysis, also, targeted, tbp"
PMC31411.xml,"allele, repeat, tandem, observed, size, strain","repeat, tandem, unit, length, mutation, number","repeat, tandem, unit, mutation, length, number"
PMC31431.xml,"behavior, checking, compulsive, ocd, patient, quinpirole","checking, ocd, rat, behavior, cage, patient","checking, ocd, rat, behavior, cage, patient"
PMC31433.xml,"taste, bitter, intracellular, cell, causing, store","taste, bitter, receptor, cell, transduction, protein","taste, bitter, receptor, cell, transduction, intracellular"
PMC31479.xml,"codon, genome, content, sequence, gc, composition","codon, usage, specie, content, gc, composition","codon, usage, specie, content, gc, composition"
PMC31481.xml,"language, descriptive, using, model, biod, computational","system, language, biological, archive, knowledge, diagram","system, language, biological, archive, knowledge, description"
PMC31482.xml,"site, arginine, genome, arg, regulon, regulator","site, box, hrca, arginine, conserved, repressor","site, box, hrca, arginine, conserved, repressor"
PMC31580.xml,"dopamine, whereas, epinephrine, increase, flow, newborn","mesenteric, pulmonary, epinephrine, dopamine, newborn, hypoxic","mesenteric, pulmonary, epinephrine, dopamine, newborn, hypoxic"
PMC31918.xml,"arabidopsis, membrane, plant, formins, eight, protein","protein, cell, formin, plant, known, mechanism","protein, cell, formin, plant, known, search"
PMC31925.xml,"cell, expression, ido, raw, overexpressing, lower","ido, tryptophan, cell, expressed, expression, enzyme","ido, tryptophan, cell, expressed, expression, also"
PMC32158.xml,"methanogen, group, rumen, study, sequence, found","methanogen, rumen, specie, isolated, methane, free","methanogen, rumen, specie, isolated, methane, living"
PMC32163.xml,"risk, polymorphism, nucleotide, gene, relapse, intermediate","tnf, within, polymorphism, allele, kb, outcome","tnf, within, polymorphism, allele, kb, level"
PMC32169.xml,"expression, curcumin, ra, mouse, inhibited, fo","curcumin, skin, tpa, tumor, topical, study","curcumin, skin, tpa, tumor, topical, study"
PMC32170.xml,"dna, plasma, hpv, cc, genome, tumor","dna, hpv, tumor, cc, viral, patient","dna, hpv, tumor, cc, viral, patient"
PMC32172.xml,"risk, patient, gastrointestinal, complication, upper, stomach","aspirin, risk, upper, gastrointestinal, drug, effect","aspirin, risk, upper, gastrointestinal, study, dose"
PMC32173.xml,"hair, color, effect, concentration, subject, drug","hair, compliance, analysis, drug, patient, data","hair, compliance, analysis, drug, patient, assay"
PMC32174.xml,"care, phr, hospital, patient, finding, generally","patient, stroke, care, information, phr, used","patient, stroke, care, information, phr, used"
PMC32180.xml,"cell, expression, surface, epithelial, signal, columnar","colorectal, tumor, gene, protein, cancer, cell","colorectal, tumor, gene, cancer, protein, cell"
PMC32181.xml,"activation, cop, formation, bleb, cell, death","cell, dye, pore, activation, channel, uptake","cell, dye, pore, activation, uptake, channel"
PMC32182.xml,"cftr, regulating, trp, therefore, tempting, target","channel, cftr, cell, also, endothelial, functional","channel, cftr, cell, endothelial, also, functional"
PMC32183.xml,"cell, line, astrocyte, model, role, conclusion","cell, astrocyte, mechanism, expression, via, system","cell, astrocyte, mechanism, expression, via, system"
PMC32187.xml,"gene, lab, target, result, drosophila, downstream","gene, lab, drosophila, expression, level, number","gene, lab, drosophila, expression, level, number"
PMC32188.xml,"gene, znf, sequence, represent, group, ancestor","gene, relationship, human, common, sequence, function","gene, relationship, human, common, sequence, function"
PMC32189.xml,"human, gcnf, exon, protein, alternative, conserved","gcnf, receptor, human, mouse, cell, protein","gcnf, human, receptor, cell, mouse, protein"
PMC32191.xml,"policy, need, antibiotic, ensure, content, effective","use, antimicrobial, antibiotic, practice, health, regional","antibiotic, use, antimicrobial, regional, practice, health"
PMC32193.xml,"ethic, health, clinical, bioethics, research, global","ethic, clinical, care, research, teaching, health","ethic, clinical, care, research, teaching, health"
PMC32195.xml,"ant, good, parent, issue, new, may","screening, genetic, risk, antenatal, disorder, although","screening, genetic, risk, antenatal, disorder, although"
PMC32196.xml,"odds, ratio, study, ci, result, rsai","npc, chinese, nitrosamine, development, people, gene","npc, chinese, risk, gene, development, nitrosamine"
PMC32197.xml,"nuclear, gr, accumulation, still, expression, transcriptional","gr, study, protein, okadaic, acid, cell","gr, study, protein, acid, okadaic, cell"
PMC32199.xml,"fixt, asno, protein, activity, nitrogen, may","gene, fixt, expression, protein, fixk, fixlj","gene, fixt, expression, protein, fixk, fixlj"
PMC32204.xml,"patient, risk, thromboembolic, state, associated, receiving","patient, risk, study, factor, complication, v","patient, risk, study, factor, v, complication"
PMC32206.xml,"reinhardtii, toxic, pe, reliable, substance, physiological","reinhardtii, organism, shown, study, zinc, effect","reinhardtii, shown, organism, nickel, effect, study"
PMC32208.xml,"cmv, disease, antigenemia, method, developing, need","cmv, infection, disease, viral, assay, symptomatic","cmv, infection, disease, viral, assay, symptomatic"
PMC32247.xml,"parasite, patient, infection, intestinal, still, diarrhea","infection, hiv, problem, patient, study, region","infection, hiv, problem, patient, study, region"
PMC32248.xml,"assembly, mutation, gtpase, complement, dextran, ftsz","ftsz, subunit, mutation, protofilament, tubulin, face","ftsz, subunit, mutation, protofilament, tubulin, face"
PMC32250.xml,"polymorphism, merit, lead, volunteer, thrombocytosis, research","polymorphism, found, regulation, human, response, involved","polymorphism, found, regulation, response, human, megakaryocytopoiesis"
PMC32296.xml,"nerve, matter, white, peripheral, regeneration, may","matter, white, growth, regeneration, axonal, tissue","matter, white, growth, regeneration, axonal, tissue"
PMC32297.xml,"myelin, growth, axonal, regeneration, parallel, tract","growth, parallel, white, matter, neuron, neurite","growth, parallel, white, matter, neuron, neurite"
PMC32299.xml,"cell, ethylene, effect, upregulation, intracellular, mouse","ethylene, cell, plant, gene, sponge, protein","ethylene, cell, plant, gene, sponge, protein"
PMC32302.xml,"contraceptive, option, dmpa, injectable, ipcs, consideration","dmpa, study, effect, use, reported, contraceptive","dmpa, study, effect, use, reported, contraceptive"
PMC32303.xml,"guideline, regarding, editor, author, foster, attention","guideline, clinical, conflict, journal, interest, published","guideline, clinical, conflict, journal, interest, published"
PMC32304.xml,"ligand, novel, rar, one, powerful, present","rar, could, ligand, activity, agonist, receptor","rar, could, ligand, activity, agonist, receptor"
PMC32311.xml,"polymorphism, n, suggests, study, schizophrenia, repeat","gene, schizophrenia, association, study, polymorphism, cell","gene, schizophrenia, association, study, polymorphism, cell"
PMC32312.xml,"function, nervosa, restrictive, patient, important, acc","method, area, roi, patient, study, brain","method, area, roi, study, patient, regional"
PMC32313.xml,"btk, pathway, show, phosphorylation, er, mutation","btk, domain, cell, kinase, activation, signaling","btk, domain, cell, kinase, activation, signaling"
PMC33341.xml,"internal, dictyostelium, acidification, result, endocytosis, downregulation","protein, cell, condition, ph, cellular, shown","cell, protein, condition, ph, response, shown"
PMC33342.xml,"penis, sexual, woman, width, satisfaction, length","penis, size, sexual, female, would, width","penis, size, sexual, female, would, width"
PMC33343.xml,"conclusion, hcv, antibody, crete, infection, likely","hepatitis, c, study, health, greece, serum","hepatitis, c, study, autoantibody, asma, prevalence"
PMC33344.xml,"sp, spr, bodipy, function, fluorophores, study","sp, receptor, labeling, activation, system, spr","sp, receptor, activation, labeling, system, spr"
PMC33392.xml,"domain, phosphatase, rptpρ, genomic, exon, type","gene, rptpρ, human, rptps, type, mouse","gene, rptpρ, human, region, type, mouse"
PMC33394.xml,"human, repertoire, olfactory, functional, or, hor","gene, receptor, hor, hors, identification, sequence","gene, receptor, hor, hors, or, sequence"
PMC33396.xml,"gene, conservation, order, genomic, organism, property","gene, order, conservation, cluster, region, proposed","gene, order, conservation, cluster, region, genomic"
PMC33507.xml,"mutation, pnca, data, resistance, provide, purpose","pzase, pza, used, tuberculosis, pnca, mutation","pzase, pza, used, tuberculosis, pnca, mutation"
PMC33518.xml,"injury, modify, understand, suggest, study, risk","medical, data, population, adverse, hmps, complication","medical, estimate, data, population, adverse, complication"
PMC33820.xml,"peptide, function, motif, molecule, suggested, binding","peptide, class, molecule, cell, expression, mhc","peptide, class, cell, molecule, expression, mhc"
PMC34102.xml,"clinical, optimized, step, patient, potential, procedure","ldl, oxidative, susceptibility, reaction, tbars, study","ldl, oxidative, susceptibility, reaction, radical, modification"
PMC34107.xml,"group, disease, often, different, impression, decision","patient, scan, white, cell, clinical, usefulness","patient, scan, white, cell, clinical, technetium"
PMC34110.xml,"association, present, may, polymorphism, potential, larger","obesity, cancer, breast, study, polymorphism, japanese","obesity, breast, cancer, polymorphism, study, japanese"
PMC34111.xml,"ashkenazi, among, breast, cancer, woman, mutation","cancer, woman, ashkenazi, breast, different, several","cancer, woman, breast, ashkenazi, different, higher"
PMC34113.xml,"macrophage, survival, response, potentiated, promote, mentioned","crystal, macrophage, inflammatory, cppd, cell, talc","crystal, macrophage, inflammatory, cppd, cell, talc"
PMC34114.xml,"may, ra, dos, study, suggested, safe","ra, treatment, patient, cytokine, proinflammatory, therapy","ra, patient, cytokine, treatment, trial, proinflammatory"
PMC34116.xml,"transduction, titer, improvement, high, transgene, retrovirus","human, trial, synoviocytes, transduction, gene, therapy","human, transduction, therapy, gene, synoviocytes, trial"
PMC34117.xml,"cell, differentiation, mesenchymal, tissue, immune, epithelial","cell, mesenchymal, epithelial, tissue, differentiation, interaction","cell, mesenchymal, epithelial, tissue, differentiation, interaction"
PMC34514.xml,"polymorphism, vdr, association, conclusion, japanese, response","polymorphism, gene, susceptibility, region, association, study","polymorphism, gene, susceptibility, region, exon, association"
PMC34520.xml,"gene, atpase, cell, expressed, found, rat","carinii, type, cell, lung, pneumocytes, ii","carinii, type, cell, lung, pneumocytes, ii"
PMC34549.xml,"disease, muscle, protein, understanding, cardiac, human","protein, desmuslin, complex, muscle, dystrophin, matrix","protein, desmuslin, complex, muscle, dystrophin, matrix"
PMC34550.xml,"cell, infection, wall, quinolones, combination, resistance","resistance, pneumococcus, quinolone, trovafloxacin, activity, quinolones","pneumococcus, resistance, trovafloxacin, activity, quinolone, gene"
PMC34551.xml,"use, scale, reliable, property, translation, suitable","depression, scale, symptom, patient, used, tool","depression, scale, symptom, patient, used, tool"
PMC34552.xml,"fracture, healing, expression, gene, type, rat","fracture, healing, expression, rat, older, bmp","fracture, healing, rat, expression, older, gene"
PMC34605.xml,"baseline, change, percentage, ancova, post, result","method, statistical, trial, baseline, treatment, score","method, statistical, trial, treatment, baseline, score"
PMC34606.xml,"xanthurenic, acid, indicate, apoptosis, result, lead","xanthurenic, acid, cell, death, formation, ido","xanthurenic, acid, cell, death, blood, formation"
PMC35267.xml,"cap, mtases, structure, share, model, analysis","structure, cap, mtase, mtases, enzyme, rna","structure, cap, mtase, mtases, enzyme, rna"
PMC35277.xml,"blm, domain, deletion, nucleolar, helicase, activity","blm, helicase, cell, dna, genomic, nb","blm, cell, helicase, nb, dna, b"
PMC35278.xml,"kinesins, arabidopsis, function, domain, provide, several","protein, domain, kinesins, arabidopsis, genome, kinesin","protein, domain, kinesins, arabidopsis, genome, kinesin"
PMC35279.xml,"gene, protein, shown, claudins, membrane, involved","sequence, frame, protein, cdna, egfp, clone","sequence, frame, protein, cdna, egfp, clone"
PMC35280.xml,"mutation, genotype, hbv, isolates, position, south","mutation, genotype, precore, region, hbeag, hbv","mutation, genotype, precore, region, hbeag, hbv"
PMC35283.xml,"lung, cancer, lesion, study, regression, requirement","cell, lung, cancer, protein, lesion, marker","cell, lung, cancer, protein, lesion, marker"
PMC35285.xml,"space, sequence, data, distance, mhc, peptide","peptide, sequence, mhc, position, property, space","peptide, sequence, mhc, position, property, space"
PMC35286.xml,"ioannidis, tatsioni, population, inequality, drs, care","immigrant, population, appendicitis, care, health, study","immigrant, population, health, care, appendicitis, study"
PMC35352.xml,"oocyte, reprogramming, nuclear, embryo, porcine, use","cell, oocyte, nucleus, recipient, embryo, preactivated","cell, oocyte, nucleus, embryo, recipient, preactivated"
PMC35353.xml,"functional, allele, fah, mrna, mutation, particularly","mutation, fah, patient, hti, form, phenotype","mutation, fah, patient, hti, form, cell"
PMC35354.xml,"mouse, may, developed, electrocardiogram, significant, difference","ecg, mouse, data, developed, anesthesia, conscious","ecg, mouse, data, conscious, anesthesia, developed"
PMC35360.xml,"significantly, study, properly, protein, quality, improved","protein, acid, based, composition, structural, amino","protein, acid, based, composition, structural, amino"
PMC35361.xml,"activation, serine, phosphorylate, may, damage, vivo","protein, activation, dna, serine, cell, kinase","activation, protein, cell, serine, dna, kinase"
PMC37242.xml,"protein, cell, activation, role, subunit, g","growth, activation, protein, gpcrs, rtks, ptx","activation, growth, protein, hepatocytes, cell, factor"
PMC37243.xml,"precursor, neuron, cell, gene, signaling, neighboring","cell, notch, neural, neuron, formation, expression","cell, notch, neural, neuron, formation, excess"
PMC37310.xml,"apoe, diabetic, gene, polymorphism, retinopathy, role","patient, diabetic, apoe, gene, diabetes, development","patient, diabetic, apoe, gene, diabetes, development"
PMC37313.xml,"study, syndrome, fluoride, water, association, incidence","fluoride, syndrome, water, factor, level, effect","fluoride, syndrome, water, factor, level, risk"
PMC37314.xml,"charge, movement, shift, subunit, function, release","subunit, channel, ec, coupling, skeletal, dhpr","subunit, channel, ec, coupling, skeletal, dhpr"
PMC37351.xml,"domain, protein, structure, egfr, leucine, l","repeat, protein, sequence, family, domain, ir","repeat, protein, sequence, family, domain, lyase"
PMC37352.xml,"inhibit, gjic, phosphorylated, mrna, may, level","cell, gap, growth, communication, intercellular, factor","cell, gap, intercellular, growth, communication, factor"
PMC37353.xml,"dc, population, existence, report, subpopulation, kinetics","dc, cell, lc, population, well, lymphoid","dc, cell, lc, population, pbmc, molecule"
PMC37354.xml,"activity, rnaseh, dhbv, dna, could, conclusion","dna, rnaseh, activity, rna, p, synthesis","dna, rnaseh, activity, rna, p, synthesis"
PMC37355.xml,"interaction, result, make, contribution, important, structure","coat, protein, amino, contact, interaction, rna","coat, protein, amino, contact, interaction, rna"
PMC37356.xml,"viral, exposure, may, mucosal, appears, difference","infection, macaque, mucosal, human, lymphoid, response","infection, macaque, mucosal, human, lymphoid, lymphocyte"
PMC37391.xml,"modification, csn, study, cullin, regulate, multiple","csn, complex, subunit, activity, yeast, neddylation","csn, complex, activity, subunit, yeast, neddylation"
