file,abstract,introduction,conclusion
PMC32247_plagiated.xml,"neglected, non, diarrhea, still, patient, infection","intestinal, thailand, infection, parasite, incidence, increasing","neglected, non, diarrhea, still, patient, infection"
PMC32248_plagiated.xml,"furthermore, gpase, dextran, vivo, mutation, assembly","number, study, transcription, factor, mutation, ftsz","furthermore, gpase, dextran, vivo, mutation, assembly"
PMC32250_plagiated.xml,"gene, count, change, altered, whether, affect","pc, number, stream, measure, platelet, blood","gene, count, change, altered, whether, affect"
PMC32296_plagiated.xml,"tissue, geometry, reconstruction, peripheral, white, matter","matter, axonal, injury, cord, spinal, growth","tissue, geometry, reconstruction, peripheral, white, matter"
PMC32297_plagiated.xml,"myelin, neurite, orienting, remarkable, white, conclusion","also, neuron, white, parallel, growth, myelin","myelin, neurite, orienting, remarkable, white, conclusion"
PMC32299_plagiated.xml,"gene, hela, human, expressed, calcium, cell","cell, matrix, extracellular, concentration, plasma, calcium","gene, hela, human, expressed, calcium, cell"
PMC32302_plagiated.xml,"effect, health, case, ipcs, training, worker","acetate, depot, effect, use, study, dmpa","effect, health, case, ipcs, training, worker"
PMC32303_plagiated.xml,"conclusion, clinical, author, trust, would, guideline","public, patient, guideline, health, interest, conflict","conclusion, clinical, author, trust, would, guideline"
PMC32304_plagiated.xml,"molecule, new, novel, enhancement, virtual, method","subfamily, mouse, human, retinoic, acid, receptor","molecule, new, novel, enhancement, virtual, method"
PMC32311_plagiated.xml,"presence, remarkable, repeat, research, schizophrenia, triplet","found, family, study, human, schizophrenia, gene","presence, remarkable, repeat, research, schizophrenia, triplet"
PMC32312_plagiated.xml,"lobe, may, demonstrated, acc, function, brain","patient, cortex, study, acc, area, brain","lobe, may, demonstrated, acc, function, brain"
PMC32313_plagiated.xml,"erk, antigen, activated, activate, activation, pathway","immune, response, signaling, kinase, cell, btk","erk, antigen, activated, activate, activation, pathway"
PMC33341_plagiated.xml,"block, activity, acting, endocytosis, vesicular, internal","stress, mechanism, cell, glucose, induced, hyperglycemia","block, activity, acting, endocytosis, vesicular, internal"
PMC33342_plagiated.xml,"answer, using, whether, advised, penis, woman","dysfunction, prevalence, survey, female, sexual, size","answer, using, whether, advised, penis, woman"
PMC33343_plagiated.xml,"autoantibody, associated, asma, hcv, ana, antibody","antibody, study, hcs, autoantibody, hepatitis, prevalence","autoantibody, associated, asma, hcv, ana, antibody"
PMC33344_plagiated.xml,"function, good, green, cultured, varies, sp","used, probe, green, phenylpropanediol, sp, receptor","function, good, green, cultured, varies, sp"
PMC33392_plagiated.xml,"kb, known, well, gene, genomic, human","expressed, encodes, human, cell, protein, gene","kb, known, well, gene, genomic, human"
PMC33394_plagiated.xml,"heterologous, hor, expression, access, human, disorder","set, sequence, role, cannabinoids, receptor, gene","heterologous, hor, expression, access, human, disorder"
PMC33396_plagiated.xml,"conservation, however, measure, may, genomic, gene","conserved, conservation, goc, order, evolution, gene","conservation, however, measure, may, genomic, gene"
PMC33507_plagiated.xml,"information, interpreted, due, add, strain, mutation","isolates, strain, tuberculosis, pnca, clinical, mutation","information, interpreted, due, add, strain, mutation"
PMC33518_plagiated.xml,"complication, caused, care, higher, assumed, injury","burden, care, adverse, complication, disease, population","complication, caused, care, higher, assumed, injury"
PMC33820_plagiated.xml,"human, confirmed, affinity, binding, motif, molecule","binding, also, mhc, gene, class, molecule","human, confirmed, affinity, binding, motif, molecule"
PMC34102_plagiated.xml,"approach, also, allowing, vitro, volunteer, clinical","vldl, oxidation, atherosclerosis, reaction, formation, ldl","approach, also, allowing, vitro, volunteer, clinical"
PMC34107_plagiated.xml,"expressing, figure, divided, test, may, group","diagnostic, using, ibs, disease, clinical, patient","expressing, figure, divided, test, may, group"
PMC34110_plagiated.xml,"associated, additional, effect, risk, across, study","risk, history, study, breast, cancer, woman","associated, additional, effect, risk, across, study"
PMC34111_plagiated.xml,"ashkenazi, among, remarkable, study, account, woman","study, mortality, ashkenazi, woman, cancer, jewish","ashkenazi, among, remarkable, study, account, woman"
PMC34113_plagiated.xml,"hyperplasia, impact, included, crystal, also, survival","used, murine, dna, inflammatory, synthesis, microcrystals","hyperplasia, impact, included, crystal, also, survival"
PMC34114_plagiated.xml,"effect, effective, event, different, week, dose","trial, controlled, study, patient, treatment, active","effect, effective, event, different, week, dose"
PMC34116_plagiated.xml,"instance, large, molar, virus, high, increase","protein, expressed, target, platform, synoviocytes, human","instance, large, molar, virus, high, increase"
PMC34117_plagiated.xml,"remarkable, research, system, differentiation, cell, immune","decade, immunoglobulin, igm, mesenchymal, cell, igg","remarkable, research, system, differentiation, cell, immune"
PMC34514_plagiated.xml,"responsible, role, suggesting, suggests, vdr, association","type, association, japanese, disease, diabetes, study","responsible, role, suggesting, suggests, vdr, association"
PMC34520_plagiated.xml,"extracted, fragment, host, differential, able, gene","cancer, atpase, mitochondrial, gene, lung, cell","extracted, fragment, host, differential, able, gene"
PMC34549_plagiated.xml,"generate, sample, affected, disease, muscle, human","human, cell, gene, muscle, desmuslin, protein","generate, sample, affected, disease, muscle, human"
PMC34550_plagiated.xml,"inhibitor, comparable, similar, cell, infection, wall","also, used, cephalosporin, pathogen, vancomycin, resistant","inhibitor, comparable, similar, cell, infection, wall"
PMC34551_plagiated.xml,"research, setting, trustworthy, used, acceptable, scale","health, used, study, translation, depression, scale","research, setting, trustworthy, used, acceptable, scale"
PMC34552_plagiated.xml,"fracture, rat, collagen, gene, expression, type","formation, estrogen, rat, healing, bone, fracture","fracture, rat, collagen, gene, expression, type"
PMC34605_plagiated.xml,"data, change, percentage, method, result, baseline","change, treatment, outcome, trial, statistical, method","data, change, percentage, method, result, baseline"
PMC34606_plagiated.xml,"apoptosis, amount, xanthurenic, xanthus, disease, development","cell, body, activity, pxa, acid, apoptosis","apoptosis, amount, xanthurenic, xanthus, disease, development"
PMC35267_plagiated.xml,"guanine, data, additionally, cap, site, analysis","information, human, mgbn, genome, sequence, structure","guanine, data, additionally, cap, site, analysis"
PMC35277_plagiated.xml,"conclusion, brm, body, blm, direct, activity","involved, blm, disorder, dna, cell, gene","conclusion, brm, body, blm, direct, activity"
PMC35278_plagiated.xml,"among, within, kinesins, arabidopsis, function, domain","gene, plant, including, organism, arabidopsis, genome","among, within, kinesins, arabidopsis, function, domain"
PMC35279_plagiated.xml,"brain, integral, cell, membrane, protein, gene","mouse, membrane, epithelial, sequence, protein, brain","brain, integral, cell, membrane, protein, gene"
PMC35280_plagiated.xml,"precore, hbv, different, genotype, point, mutation","frequency, carrier, precore, positive, study, mutation","precore, hbv, different, genotype, point, mutation"
PMC35283_plagiated.xml,"assessment, abnormal, lesion, study, cancer, lung","cause, disease, marker, cell, lung, cancer","assessment, abnormal, lesion, study, cancer, lung"
PMC35285_plagiated.xml,"analysis, molecule, binding, sequence, data, space","position, property, two, space, sequence, complex","analysis, molecule, binding, sequence, data, space"
PMC35286_plagiated.xml,"mobile, may, many, health, restriction, immigrant","population, highly, appendectomy, patient, outcome, immigrant","mobile, may, many, health, restriction, immigrant"
PMC35352_plagiated.xml,"information, ivm, maturation, mechanism, would, nuclear","pluripotent, cell, stem, study, animal, used","information, ivm, maturation, mechanism, would, nuclear"
PMC35353_plagiated.xml,"demonstrated, clinical, case, analyzed, may, allele","fumarylacetoacetate, mutation, hydrolase, cause, number, gene","demonstrated, clinical, case, analyzed, may, allele"
PMC35354_plagiated.xml,"cardiac, age, difference, demonstrated, may, mouse","electrocardiogram, rate, ecg, used, method, heart","cardiac, age, difference, demonstrated, may, mouse"
PMC35360_plagiated.xml,"chou, approach, among, amino, drawn, acid","structure, determined, class, protein, number, sequence","chou, approach, among, amino, drawn, acid"
PMC35361_plagiated.xml,"damage, conclusion, already, activator, two, vivo","phosphorylates, activity, glycogen, cell, serine, gene","damage, conclusion, already, activator, two, vivo"
PMC37242_plagiated.xml,"activating, fact, cell, role, study, protein","kinase, action, gene, regulation, expression, receptor","activating, fact, cell, role, study, protein"
PMC37243_plagiated.xml,"exhibit, three, gene, precursor, cell, neuron","neural, zebrafish, notch, expression, neuron, cell","exhibit, three, gene, precursor, cell, neuron"
PMC37310_plagiated.xml,"conclusion, association, may, apoe, linked, gene","development, patient, diabetic, gene, diabetes, apoe","conclusion, association, may, apoe, linked, gene"
PMC37313_plagiated.xml,"identifying, impact, evidence, water, case, syndrome","level, risk, study, syndrome, fluoride, water","identifying, impact, evidence, water, case, syndrome"
PMC37314_plagiated.xml,"function, depolarization, ability, protocol, charge, movement","camk, muscle, complex, pathway, activation, kinase","function, depolarization, ability, protocol, charge, movement"
PMC37351_plagiated.xml,"domain, demonstrated, comparison, combination, member, well","muscle, repeat, factor, sequence, protein, growth","domain, demonstrated, comparison, combination, member, well"
PMC37352_plagiated.xml,"mrna, phosphorylated, protein, reduce, remarkable, altered","expression, intercellular, junctional, communication, gap, cell","mrna, phosphorylated, protein, reduce, remarkable, altered"
PMC37353_plagiated.xml,"assay, antigen, human, using, population, dc","majority, syndrome, aid, immunodeficiency, cell, dc","assay, antigen, human, using, population, dc"
PMC37354_plagiated.xml,"hbpcs, heteroduplexes, northernmost, active, dna, reverse","act, rna, rnaseh, protein, substrate, dna","hbpcs, heteroduplexes, northernmost, active, dna, reverse"
PMC37355_plagiated.xml,"contact, conclusion, complex, approach, structure, interaction","domain, dimer, translation, amp, protein, family","contact, conclusion, complex, approach, structure, interaction"
PMC37356_plagiated.xml,"blood, appearance, although, may, exposure, viral","human, study, immune, response, difference, infection","blood, appearance, although, may, exposure, viral"
PMC37391_plagiated.xml,"finding, function, future, cso, according, modification","fission, involved, complex, cell, yeast, gene","finding, function, future, cso, according, modification"
